Rk,Player,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Total_Minutes,Season,Age,Nation,Team,Comp,MP,Position,Player_ID
363,Steven Skrzybski,313,1282,552,17,16,6,40,22,398,71,1323,2024-2025,31,de GER,Holstein Kiel,de Bundesliga,24,MFFW,58ce23e5
364,Patrik Schick,312,1042,266,7,2,7,43,30,452,107,1684,2024-2025,28,cz CZE,Leverkusen,de Bundesliga,31,FW,5d4f7d61
365,Jack Clarke,311,2356,1217,39,21,12,25,22,338,57,1181,2024-2025,23,eng ENG,Ipswich Town,eng Premier League,32,FWMF,e16932d8
366,Erling Haaland,310,1494,577,24,15,23,45,27,478,124,2736,2024-2025,24,no NOR,Manchester City,eng Premier League,31,FW,1f44ac21
367,Vitinha,309,2034,987,38,27,16,54,34,348,71,1328,2024-2025,24,pt POR,Genoa,it Serie A,25,FWMF,74d4cec6
368,Marvin,309,2037,879,29,20,1,26,8,347,72,1038,2024-2025,24,es ESP,Las Palmas,es La Liga,23,DFFW,efaefda0
369,Rasmus Højlund,308,1516,655,28,13,17,63,33,408,101,2004,2024-2025,21,dk DEN,Manchester Utd,eng Premier League,32,FW,491a433d
370,Dušan Vlahović,308,1398,509,27,10,17,51,28,431,117,1784,2024-2025,24,rs SRB,Juventus,it Serie A,29,FW,79443529
371,Nathan Tella,308,1708,811,38,13,17,39,16,389,130,1359,2024-2025,25,ng NGA,Leverkusen,de Bundesliga,27,MFFW,f1e94cd6
372,Joshua King,307,2017,1006,39,24,15,47,33,393,108,1673,2024-2025,32,no NOR,Toulouse,fr Ligue 1,28,FWMF,43458538
373,Carlos Martín,305,1180,507,13,11,4,32,19,375,67,1333,2024-2025,22,es ESP,Alavés,es La Liga,26,FWMF,64035864
374,Ermedin Demirović,305,1388,586,20,16,9,39,27,437,115,1855,2024-2025,26,ba BIH,Stuttgart,de Bundesliga,34,FW,ed79b7d3
375,Elif Elmas,303,2280,1175,42,28,14,22,10,324,58,1021,2024-2025,24,mk MKD,Torino,it Serie A,13,FWMF,cf007308
376,Jesper Lindstrøm,302,1627,780,30,19,7,31,24,347,81,1239,2024-2025,24,dk DEN,Everton,eng Premier League,25,FW,37dc1a48
377,Abdallah Sima,299,1998,711,36,16,20,53,22,378,92,1238,2024-2025,23,sn SEN,Brest,fr Ligue 1,27,FWMF,fdbde523
378,Pontus Almqvist,298,2165,1059,42,18,22,31,13,320,85,1112,2024-2025,25,se SWE,Parma,it Serie A,29,FWMF,0917188a
379,Carles Pérez,298,2194,952,31,33,9,37,20,327,77,1431,2024-2025,26,es ESP,Getafe,es La Liga,27,MFFW,a8f21b9f
380,Hugo Duro,297,1037,364,13,8,7,58,32,471,88,2166,2024-2025,24,es ESP,Valencia,es La Liga,31,FW,37e103f8
381,Gianluca Gaetano,297,1318,435,11,15,7,31,16,356,82,1009,2024-2025,24,it ITA,2 Teams,it Serie A,28,MFFW,3b387cc7
382,Danel Sinani,297,1440,630,16,15,6,31,16,433,64,1250,2024-2025,27,lu LUX,St. Pauli,de Bundesliga,26,FWMF,96ddfa79
383,Morten Thorsby,295,1529,684,24,17,6,45,28,470,76,1898,2024-2025,28,no NOR,Genoa,it Serie A,30,MFFW,d1b49282
384,Tim Skarke,293,1433,566,26,13,10,34,21,336,96,1164,2024-2025,27,de GER,Union Berlin,de Bundesliga,33,FWMF,65857fdf
385,Yann Karamoh,292,2054,1023,37,27,21,26,26,328,80,1046,2024-2025,26,fr FRA,Torino,it Serie A,29,MFFW,8b66d9cc
386,Ferrán Torres,291,1348,566,23,14,13,28,13,397,98,1106,2024-2025,24,es ESP,Barcelona,es La Liga,27,FWMF,9e1035f8
387,Randal Kolo Muani,291,1505,617,29,14,19,52,33,373,135,1518,2024-2025,25,fr FRA,2 Teams,2 Comps,26,FW,c0b3669f
388,Fares Chaïbi,288,1412,668,20,13,4,19,7,361,73,1013,2024-2025,21,dz ALG,Eint Frankfurt,de Bundesliga,26,MFFW,357103bd
389,Adama Boiro,288,1675,890,25,21,5,23,15,332,36,1101,2024-2025,22,es ESP,Athletic Club,es La Liga,18,DFFW,e7992f7b
390,Gorka Guruzeta,286,1120,375,8,12,2,48,20,415,64,1840,2024-2025,27,es ESP,Athletic Club,es La Liga,36,FW,6b5ea2f4
391,Matias Fernandez-Pardo,285,2428,1270,46,30,26,23,13,311,85,1065,2024-2025,19,be BEL,Lille,fr Ligue 1,22,FWMF,0cdb6a2a
392,Jamie Vardy,285,1504,717,29,13,16,34,14,382,120,2823,2024-2025,37,eng ENG,Leicester City,eng Premier League,35,FW,45963054
393,M'Bala Nzola,284,1466,509,26,10,14,62,47,381,118,1460,2024-2025,27,ao ANG,Lens,fr Ligue 1,21,FW,a4948e67
394,Dominic Calvert-Lewin,280,1445,463,23,8,17,77,33,417,112,1609,2024-2025,27,eng ENG,Everton,eng Premier League,26,FW,59e6e5bf
395,Junior Adamu,275,1026,349,8,5,4,59,24,350,84,1545,2024-2025,23,at AUT,Freiburg,de Bundesliga,25,FW,82e12fe7
396,Shavy Babicka,273,1708,871,36,17,14,28,18,300,122,1186,2024-2025,24,ga GAB,Toulouse,fr Ligue 1,30,MFFW,c6f0d5d4
397,Eren Dinkçi,269,1733,941,33,26,9,31,12,347,71,1196,2024-2025,22,de GER,Freiburg,de Bundesliga,23,MFFW,4ccd8957
398,Oliver McBurnie,269,958,233,7,4,7,38,21,426,75,1837,2024-2025,28,sct SCO,Las Palmas,es La Liga,34,FW,78b8ac63
399,Beto,267,1242,478,15,12,9,71,37,378,77,1534,2024-2025,26,gw GNB,Everton,eng Premier League,30,FW,ed5c0319
400,Peque,266,1161,556,14,12,1,23,26,346,44,1134,2024-2025,21,es ESP,Sevilla,es La Liga,26,MFFW,cb971b4f
401,Christian Kouamé,265,1281,533,12,10,4,30,20,376,85,1129,2024-2025,26,ci CIV,2 Teams,it Serie A,26,FWMF,58e933d2
402,Alex Sola,265,1570,631,24,12,10,54,21,302,61,1029,2024-2025,25,es ESP,Getafe,es La Liga,19,MFFW,5fa714d5
403,Alexander Bernhardsson,264,1650,839,25,19,13,36,18,304,72,1263,2024-2025,25,se SWE,Holstein Kiel,de Bundesliga,19,FWMF,dea1d183
404,Mama Samba Baldé,264,1826,879,36,17,23,38,20,320,102,1182,2024-2025,28,gw GNB,2 Teams,fr Ligue 1,29,FW,fb14aa28
405,Diogo Jota,263,1500,796,37,23,21,40,22,333,88,1196,2024-2025,27,pt POR,Liverpool,eng Premier League,26,FW,178ae8f8
406,Giacomo Raspadori,263,1291,502,18,6,5,25,9,343,57,1103,2024-2025,24,it ITA,Napoli,it Serie A,26,FWMF,6e058f06
407,Coba da Costa,261,2137,1076,46,23,25,26,23,294,83,1006,2024-2025,22,es ESP,Getafe,es La Liga,19,MFFW,0b3358f0
408,Wahbi Khazri,259,1515,710,24,13,10,21,25,306,53,1118,2024-2025,33,tn TUN,Montpellier,fr Ligue 1,30,FWMF,2677a1de
409,Ben Johnson,259,1503,585,16,12,3,23,17,292,33,1354,2024-2025,24,eng ENG,Ipswich Town,eng Premier League,23,DFFW,9319781b
410,Miguel,258,1047,343,14,17,9,72,26,327,90,1724,2024-2025,24,es ESP,Leganés,es La Liga,34,FW,6763373d
411,Daniel Mosquera,250,1249,490,17,15,9,43,17,352,83,1375,2024-2025,24,co COL,Hellas Verona,it Serie A,35,FW,091b9eb8
412,Cucho,250,1318,507,27,9,14,46,14,318,82,1139,2024-2025,25,co COL,Betis,es La Liga,15,FW,71b47ab9
413,Joel Pohjanpalo,249,957,367,9,7,4,23,11,343,72,1603,2024-2025,29,fi FIN,Venezia,it Serie A,20,FW,ea003d07
414,Eldor Shomurodov,246,1197,515,19,17,9,49,19,333,62,1097,2024-2025,29,uz UZB,Roma,it Serie A,27,FWMF,57469b2d
415,Esteban Lepaul,246,1412,621,26,15,10,34,13,348,68,1629,2024-2025,24,fr FRA,Angers,fr Ligue 1,28,FW,85ce1949
416,Eddie Nketiah,246,1714,879,41,25,14,35,17,294,78,1034,2024-2025,25,eng ENG,2 Teams,eng Premier League,29,FW,a53649b7
417,Frank Magri,244,1196,461,17,8,7,43,31,316,80,1516,2024-2025,24,cm CMR,Toulouse,fr Ligue 1,31,FWMF,42fdb11d
418,Dani de Wit,244,815,315,5,4,0,11,3,311,37,1153,2024-2025,26,nl NED,Bochum,de Bundesliga,28,MFFW,48a2b92a
419,Thijs Dallinga,243,1033,213,9,6,8,42,22,343,84,1154,2024-2025,23,nl NED,Bologna,it Serie A,31,FW,b70afb45
420,Phil Harres,240,1013,375,12,15,10,64,24,318,71,1544,2024-2025,22,de GER,Holstein Kiel,de Bundesliga,26,FW,07db670d
421,Mostafa Mohamed,239,1011,438,11,15,2,47,22,285,50,1252,2024-2025,26,eg EGY,Nantes,fr Ligue 1,30,FW,595e6f3e
422,Casper Tengstedt,238,1247,564,29,14,13,36,6,303,85,1517,2024-2025,24,dk DEN,Hellas Verona,it Serie A,25,FW,ff2fb007
423,Unai Gómez,235,1270,617,19,17,3,23,21,271,49,1284,2024-2025,21,es ESP,Athletic Club,es La Liga,32,MFFW,37db6cae
424,Adam Armstrong,235,1324,599,25,13,6,11,18,286,79,1248,2024-2025,27,eng ENG,Southampton,eng Premier League,20,FWMF,68c720b5
425,Anastasios Douvikas,233,1083,324,14,15,12,48,31,283,79,1280,2024-2025,24,gr GRE,2 Teams,2 Comps,33,FW,853ca71c
426,Keinan Davis,231,1575,605,26,12,16,33,25,325,77,1066,2024-2025,26,eng ENG,Udinese,it Serie A,23,FW,9deaf2c8
427,Antonio Sanabria,227,898,220,6,6,1,32,23,301,54,1318,2024-2025,28,py PAR,Torino,it Serie A,26,FW,0a447501
428,Roberto Férnandez,227,877,283,7,10,3,55,16,292,50,1497,2024-2025,22,es ESP,Espanyol,es La Liga,19,FW,c981fc98
429,Cameron Archer,226,1182,564,22,10,14,40,26,274,66,1441,2024-2025,23,eng ENG,Southampton,eng Premier League,35,FW,05e8ca6d
430,Abel Ruiz,225,1274,413,21,12,10,32,18,281,71,1346,2024-2025,24,es ESP,Girona,es La Liga,23,FW,6cbf8d0d
431,Umar Sadiq,224,1218,368,14,10,6,55,30,295,67,1052,2024-2025,27,ng NGA,2 Teams,es La Liga,23,FW,686cbe7d
432,Sergio Camello,222,1128,554,20,16,8,38,23,308,68,1134,2024-2025,23,es ESP,Rayo Vallecano,es La Liga,23,FW,873619c6
433,Giorgos Masouras,220,1064,507,26,7,13,28,6,260,82,1055,2024-2025,30,gr GRE,Bochum,de Bundesliga,14,FWMF,9d689a5b
434,Álvaro Morata,215,1182,519,18,13,7,24,16,292,63,1099,2024-2025,31,es ESP,Milan,it Serie A,16,FWMF,129af0db
435,Antoniu,215,1556,966,35,23,5,27,12,225,63,1022,2024-2025,21,es ESP,Espanyol,es La Liga,26,FWMF,af784a9e
436,Paul Onuachu,214,857,248,7,5,2,50,36,358,40,1050,2024-2025,30,ng NGA,Southampton,eng Premier League,25,FW,c06d1086
437,Vitor Roque,213,1250,554,24,14,16,41,35,239,57,1235,2024-2025,19,br BRA,Betis,es La Liga,22,FW,cb00f1e6
438,Mika Biereth,212,817,354,14,8,5,39,16,286,110,1228,2024-2025,21,dk DEN,Monaco,fr Ligue 1,16,FW,a1d95db3
439,Jordan Pefok,210,731,279,6,6,1,30,25,270,47,1288,2024-2025,28,us USA,2 Teams,2 Comps,25,FW,b684a484
440,Borja Mayoral,209,852,321,10,9,8,23,20,251,43,1114,2024-2025,27,es ESP,Getafe,es La Liga,24,FW,64e8ed6d
441,Takuma Asano,207,1312,589,28,12,12,27,12,226,76,1054,2024-2025,29,jp JPN,Mallorca,es La Liga,21,FWMF,13ddc856
442,Victor Boniface,207,1148,507,26,12,15,43,29,319,61,1008,2024-2025,23,ng NGA,Leverkusen,de Bundesliga,19,FW,b146275b
443,Neal Maupay,201,989,397,12,14,7,34,20,300,81,1042,2024-2025,27,fr FRA,2 Teams,2 Comps,22,FWMF,4bcf39f6
444,Darwin Núñez,201,1063,568,23,19,12,24,21,248,78,1133,2024-2025,25,uy URU,Liverpool,eng Premier League,30,FW,4d77b365
445,Marcos André,195,1010,345,11,9,5,40,23,255,39,1188,2024-2025,27,br BRA,Valladolid,es La Liga,22,FW,ae86d473
446,Diego,192,777,291,9,11,5,45,12,246,49,1195,2024-2025,24,es ESP,Leganés,es La Liga,28,FW,b85a5126
447,Milan Đurić,190,456,161,2,3,1,17,16,372,36,1538,2024-2025,34,ba BIH,2 Teams,it Serie A,27,FW,405f6586
448,Mamadou Sylla,188,873,399,15,8,6,43,20,284,52,1583,2024-2025,30,sn SEN,Valladolid,es La Liga,29,FWMF,e5ec95f8
449,Myron Boadu,179,840,343,12,9,7,30,15,209,70,1042,2024-2025,23,nl NED,Bochum,de Bundesliga,19,FW,5b479568
450,Toni Martínez,162,801,270,13,9,7,41,11,272,57,1012,2024-2025,27,es ESP,Alavés,es La Liga,28,FW,f3945e07
451,Tammy Abraham,161,574,206,8,6,4,23,13,245,71,1184,2024-2025,26,eng ENG,2 Teams,it Serie A,29,FW,f586779e
452,André Ayew,159,641,164,5,3,3,26,26,226,43,1453,2024-2025,34,gh GHA,Le Havre,fr Ligue 1,27,FW,5dbefa9d
453,Randy Nteka,159,610,202,10,3,5,32,17,241,44,1129,2024-2025,26,ao ANG,Rayo Vallecano,es La Liga,24,FW,a6103274
454,Gonçalo Ramos,155,755,342,11,6,4,16,11,282,63,1066,2024-2025,23,pt POR,Paris S-G,fr Ligue 1,22,FW,f63cda26
455,Juanmi Latasa,153,469,126,3,3,0,31,18,291,40,1398,2024-2025,23,es ESP,Valladolid,es La Liga,28,FW,2bea832e
456,Marshall Munetsi,148,580,215,9,4,4,32,12,182,35,1078,2024-2025,28,zw ZIM,Wolves,eng Premier League,14,MFFW,2acf0cd7
457,Bertuğ Yıldırım,133,633,148,8,4,2,40,15,209,48,1083,2024-2025,22,tr TUR,Getafe,es La Liga,22,FW,7410d325
458,Akor Adams,131,679,279,11,5,7,18,14,194,50,1209,2024-2025,24,ng NGA,2 Teams,2 Comps,19,FW,2ccd39ed
459,Alejo Véliz,123,408,116,2,3,0,34,12,205,27,1127,2024-2025,20,ar ARG,Espanyol,es La Liga,27,FW,3f7bafbe
460,Cristhian Stuani,96,292,83,2,0,2,24,7,156,36,1078,2024-2025,37,uy URU,Girona,es La Liga,32,FW,220c11f1
