Rk,Player,Cmp_Total,Att_Total,Cmp%_Total,Key_Passes,Passes_into_Final_Third,Passes_into_Penalty_Area,Crosses_into_Penalty_Area,Progressive_Passes,Total_Distance,Progressive_Distance,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Total_Minutes,Season,Age,Nation,Team,Comp,MP,Position,Player_ID
250,Alexandre Lacazette,393,547,0.718,26,34,25,4,66,5201,1351,250,314,0.7959999999999999,93,134,0.6940000000000001,19,35,0.5429999999999999,2067,2024-2025,33,fr FRA,Lyon,fr Ligue 1,30,FW,9dbb75ca
251,Lilian Raolisoa,392,564,0.695,14,31,16,8,47,6526,2904,187,215,0.87,158,215,0.735,34,84,0.405,1326,2024-2025,24,fr FRA,Angers,fr Ligue 1,29,DFFW,79a793b7
252,Danel Sinani,390,546,0.7140000000000001,24,45,16,3,60,6196,2012,203,234,0.868,128,165,0.7759999999999999,39,100,0.39,1263,2024-2025,27,lu LUX,St. Pauli,de Bundesliga,26,FWMF,96ddfa79
253,Lucas Höler,390,595,0.655,22,34,9,1,47,4821,957,242,334,0.725,101,154,0.6559999999999999,7,15,0.467,1880,2024-2025,30,de GER,Freiburg,de Bundesliga,31,FWMF,ca618d23
254,Tomáš Suslov,387,529,0.732,27,40,22,2,82,7405,2018,169,198,0.8540000000000001,146,181,0.807,63,111,0.568,2100,2024-2025,22,sk SVK,Hellas Verona,it Serie A,31,MFFW,83fe71b8
255,Christantus Uche,387,592,0.654,29,37,16,4,49,5080,1266,248,328,0.7559999999999999,101,157,0.643,12,32,0.375,2502,2024-2025,21,ng NGA,Getafe,es La Liga,33,FWMF,87941696
256,Kiké,384,588,0.653,13,30,6,1,50,5279,915,232,307,0.7559999999999999,106,169,0.627,20,45,0.444,2559,2024-2025,34,es ESP,Alavés,es La Liga,35,FW,e897d8ba
257,Robert Lewandowski,383,522,0.7340000000000001,19,31,9,0,48,4856,900,244,297,0.8220000000000001,91,119,0.765,13,27,0.481,2684,2024-2025,35,pl POL,Barcelona,es La Liga,34,FW,8d78e732
258,Adri Embarba,383,599,0.639,20,23,17,10,45,6104,1485,218,272,0.8009999999999999,104,156,0.667,43,118,0.364,1624,2024-2025,32,es ESP,Rayo Vallecano,es La Liga,35,FWMF,db8f0eba
259,Ridle Baku,381,514,0.741,13,33,14,6,44,6541,1845,166,203,0.818,173,225,0.769,30,45,0.667,1176,2024-2025,26,de GER,Wolfsburg,de Bundesliga,15,FWMF,442b56fa
260,Jeong Woo-yeong,381,506,0.753,18,30,20,5,63,4914,1386,252,290,0.8690000000000001,95,132,0.72,10,24,0.417,1278,2024-2025,24,kr KOR,Union Berlin,de Bundesliga,23,MFFW,6190474d
261,Jonathan Burkardt,379,523,0.725,20,25,16,4,42,6262,854,197,258,0.764,127,156,0.8140000000000001,37,52,0.7120000000000001,2127,2024-2025,24,de GER,Mainz 05,de Bundesliga,29,FW,05f99a4a
262,Loïs Openda,377,591,0.638,28,24,20,1,47,4849,996,233,321,0.726,86,140,0.614,22,38,0.579,2467,2024-2025,24,be BEL,RB Leipzig,de Bundesliga,33,FWMF,8652a85c
263,Andrea Colpani,376,466,0.807,17,19,15,1,57,5907,1206,214,230,0.93,127,159,0.799,26,54,0.481,1465,2024-2025,25,it ITA,Fiorentina,it Serie A,25,FWMF,6499048c
264,Ander Barrenetxea,375,529,0.7090000000000001,16,23,22,4,48,6235,1409,202,241,0.838,118,163,0.7240000000000001,42,71,0.5920000000000001,1274,2024-2025,22,es ESP,Real Sociedad,es La Liga,30,MFFW,200e89e1
265,Jens Odgaard,374,500,0.748,16,34,15,3,50,5524,1386,214,242,0.884,127,173,0.7340000000000001,20,38,0.526,1972,2024-2025,25,dk DEN,Bologna,it Serie A,29,MFFW,75374ee7
266,Antoine Hainaut,372,496,0.75,9,28,15,8,34,5978,2498,175,217,0.8059999999999999,148,191,0.775,28,57,0.491,1211,2024-2025,22,fr FRA,Parma,it Serie A,25,DFFW,6503f220
267,Farid El Melali,372,532,0.6990000000000001,25,18,14,2,43,5612,1779,218,253,0.862,103,151,0.682,33,82,0.402,1911,2024-2025,27,dz ALG,Angers,fr Ligue 1,32,FW,d21e361a
268,Mikel Oyarzabal,371,505,0.735,15,19,10,3,28,4901,837,236,276,0.855,99,133,0.7440000000000001,11,23,0.478,2268,2024-2025,27,es ESP,Real Sociedad,es La Liga,35,FW,8c3c640c
269,Marcus Rashford,370,507,0.73,28,15,25,10,34,5280,1315,235,278,0.845,92,132,0.6970000000000001,23,53,0.434,1434,2024-2025,26,eng ENG,2 Teams,eng Premier League,25,FWMF,a1d5bd30
270,Marvin,370,502,0.737,6,24,14,10,30,6233,1918,182,208,0.875,147,192,0.7659999999999999,31,62,0.5,1042,2024-2025,24,es ESP,Las Palmas,es La Liga,23,DFFW,efaefda0
271,Dango Ouattara,367,612,0.6,35,21,26,11,43,5725,1706,210,288,0.7290000000000001,120,193,0.622,25,67,0.373,2019,2024-2025,22,bf BFA,Bournemouth,eng Premier League,32,FW,2f9e4435
272,Valentín Castellanos,366,541,0.677,26,48,14,2,66,5170,1247,211,278,0.759,119,172,0.6920000000000001,16,28,0.5710000000000001,2395,2024-2025,25,ar ARG,Lazio,it Serie A,29,FW,da76bab4
273,Marvin Pieringer,363,552,0.6579999999999999,30,36,12,1,59,4923,1299,218,288,0.757,102,157,0.65,16,35,0.457,2225,2024-2025,24,de GER,Heidenheim,de Bundesliga,31,FWMF,11407d95
274,Jim Allevinah,363,483,0.752,15,28,13,3,48,5265,1271,219,256,0.855,111,157,0.7070000000000001,19,31,0.613,1771,2024-2025,29,ga GAB,Angers,fr Ligue 1,28,FW,1956b948
275,Morgan Guilavogui,362,549,0.659,27,29,10,3,41,4657,1289,236,307,0.769,88,140,0.629,14,35,0.4,1821,2024-2025,26,gn GUI,St. Pauli,de Bundesliga,25,FWMF,79b51257
276,Sorba Thomas,360,550,0.655,36,27,24,17,34,6320,2228,178,217,0.82,122,173,0.705,48,127,0.3779999999999999,1335,2024-2025,24,wls WAL,Nantes,fr Ligue 1,25,FWMF,8725a42e
277,Ernest Nuamah,358,448,0.799,18,11,17,4,33,5021,917,229,252,0.909,94,121,0.777,20,30,0.667,1062,2024-2025,20,gh GHA,Lyon,fr Ligue 1,23,FWMF,234a703c
278,Bryan Zaragoza,358,554,0.6459999999999999,36,23,34,20,50,6526,1835,160,203,0.7879999999999999,137,205,0.6679999999999999,51,103,0.495,1856,2024-2025,23,es ESP,Osasuna,es La Liga,27,FWMF,a96103b2
279,Roberto Navarro,357,473,0.755,13,27,14,3,51,5122,1424,222,258,0.86,106,141,0.752,19,37,0.514,1293,2024-2025,22,es ESP,Mallorca,es La Liga,23,MFFW,c997b942
280,Irvin Cardona,355,542,0.655,24,20,27,7,47,4947,1285,210,261,0.805,103,165,0.624,21,51,0.412,1683,2024-2025,26,fr FRA,2 Teams,2 Comps,31,FWMF,5e080f73
281,Santiago Castro,354,461,0.768,28,23,8,0,39,6386,993,145,179,0.81,149,176,0.847,40,54,0.741,2310,2024-2025,19,ar ARG,Bologna,it Serie A,36,FW,ee5565ae
282,Romelu Lukaku,353,497,0.71,35,15,11,1,36,4407,659,215,272,0.79,92,128,0.7190000000000001,11,19,0.579,2872,2024-2025,31,be BEL,Napoli,it Serie A,36,FW,5eae500a
283,Morten Thorsby,353,530,0.6659999999999999,27,45,10,1,58,4602,1701,217,288,0.753,96,149,0.644,12,18,0.667,1911,2024-2025,28,no NOR,Genoa,it Serie A,30,MFFW,d1b49282
284,Jofre,352,525,0.67,24,17,15,9,48,5352,1421,192,236,0.8140000000000001,125,187,0.6679999999999999,22,51,0.431,2188,2024-2025,23,es ESP,Espanyol,es La Liga,37,MFFW,030ef8d6
285,Matthis Abline,351,538,0.652,27,23,15,4,48,5145,976,185,256,0.723,119,160,0.7440000000000001,20,38,0.526,2789,2024-2025,21,fr FRA,Nantes,fr Ligue 1,34,FW,0e46fa2f
286,Lucas Stassin,350,473,0.74,18,13,12,1,35,4654,669,223,269,0.8290000000000001,90,114,0.789,15,23,0.652,1900,2024-2025,19,be BEL,Saint-Étienne,fr Ligue 1,28,FW,a47d6f3a
287,Adam Hložek,348,508,0.685,20,37,19,4,68,5351,1301,177,240,0.738,126,168,0.75,23,42,0.5479999999999999,1879,2024-2025,22,cz CZE,Hoffenheim,de Bundesliga,27,FWMF,5521f419
288,Yankuba Minteh,348,557,0.625,29,14,36,9,48,5531,1843,200,257,0.778,107,172,0.622,31,67,0.4629999999999999,1855,2024-2025,20,gm GAM,Brighton,eng Premier League,32,FWMF,c3cf087d
289,Borja Iglesias,346,489,0.708,18,20,9,0,28,4981,820,196,251,0.7809999999999999,104,133,0.782,20,32,0.625,1975,2024-2025,31,es ESP,Celta Vigo,es La Liga,37,FW,75645f0e
290,Gaëtan Laborde,346,497,0.696,27,26,12,2,40,4628,917,210,268,0.784,94,141,0.667,15,30,0.5,1846,2024-2025,30,fr FRA,Nice,fr Ligue 1,28,FW,7cdda3bf
291,Nick Woltemade,345,489,0.706,37,31,23,0,52,4286,1058,228,284,0.8029999999999999,79,120,0.6579999999999999,8,19,0.421,1629,2024-2025,22,de GER,Stuttgart,de Bundesliga,28,FWMF,7ca196eb
292,Lorenzo Colombo,343,508,0.675,21,25,12,2,48,5088,1106,185,241,0.768,102,148,0.6890000000000001,28,50,0.56,2248,2024-2025,22,it ITA,Empoli,it Serie A,37,FWMF,04df29a5
293,Roberto Piccoli,343,517,0.6629999999999999,13,32,7,0,37,4700,823,207,285,0.726,115,152,0.757,8,15,0.5329999999999999,3145,2024-2025,23,it ITA,Cagliari,it Serie A,37,FW,1cadaf34
294,Musa Al-Taamari,343,436,0.787,22,17,15,1,38,4808,895,200,232,0.862,99,126,0.7859999999999999,18,22,0.818,1692,2024-2025,27,jo JOR,2 Teams,fr Ligue 1,26,FWMF,f15f8b2b
295,Arnaut Danjuma,341,468,0.7290000000000001,23,18,24,8,42,5807,1512,171,200,0.855,129,168,0.768,32,63,0.508,1547,2024-2025,27,nl NED,2 Teams,es La Liga,28,FW,f08490a6
296,Issa Soumaré,339,554,0.612,28,17,16,4,45,5031,1198,186,259,0.718,108,172,0.628,23,55,0.418,1911,2024-2025,23,sn SEN,Le Havre,fr Ligue 1,29,FWMF,1d8aa290
297,Alessandro Zanoli,339,507,0.669,19,10,21,13,27,5557,1725,175,213,0.8220000000000001,129,186,0.6940000000000001,23,56,0.411,1727,2024-2025,23,it ITA,Genoa,it Serie A,31,FWDF,3b12b11f
298,Mohamed Ali Cho,338,481,0.703,30,23,36,5,59,4959,1248,205,247,0.83,105,147,0.7140000000000001,19,42,0.452,1642,2024-2025,20,fr FRA,Nice,fr Ligue 1,27,FWMF,f8405304
299,Patrick Cutrone,336,478,0.703,19,16,10,2,31,4423,668,207,260,0.7959999999999999,95,128,0.742,8,20,0.4,2065,2024-2025,26,it ITA,Como,it Serie A,33,FW,a4fe8cda
300,Badredine Bouanani,330,430,0.767,20,19,14,2,44,4881,1113,200,228,0.877,95,125,0.76,23,38,0.605,1108,2024-2025,19,dz ALG,Nice,fr Ligue 1,26,MFFW,0400dd2f
301,Tiago Tomás,329,475,0.693,20,33,13,3,50,4977,1438,180,235,0.7659999999999999,118,165,0.715,20,38,0.526,1901,2024-2025,22,pt POR,Wolfsburg,de Bundesliga,32,FWMF,b492126a
302,Jeremie Boga,329,398,0.8270000000000001,24,11,18,4,39,4487,1003,215,243,0.885,94,106,0.887,14,19,0.737,1063,2024-2025,27,ci CIV,Nice,fr Ligue 1,21,MFFW,fe012aca
303,Georges Mikautadze,326,426,0.765,21,21,14,0,54,4382,925,191,231,0.8270000000000001,94,122,0.77,13,17,0.765,1455,2024-2025,23,ge GEO,Lyon,fr Ligue 1,34,FW,4788cb6b
304,Harry Wilson,326,445,0.733,20,26,15,1,51,5413,1378,171,200,0.855,121,156,0.7759999999999999,29,71,0.408,1173,2024-2025,27,wls WAL,Fulham,eng Premier League,25,FWMF,c6dc9ecd
305,Valentin Mihaila,325,431,0.754,17,28,17,3,41,4879,1423,181,217,0.8340000000000001,103,130,0.792,24,50,0.48,1300,2024-2025,24,ro ROU,Parma,it Serie A,21,FWMF,81a4c239
306,Mathias Honsak,324,462,0.701,14,22,12,9,29,5737,1580,147,189,0.778,139,182,0.764,34,65,0.523,1186,2024-2025,27,at AUT,Heidenheim,de Bundesliga,22,FWDF,3dbdbb6a
307,Kevin Schade,323,541,0.597,23,32,11,3,38,4930,1389,185,265,0.698,111,180,0.617,18,43,0.419,2313,2024-2025,22,de GER,Brentford,eng Premier League,38,FW,52afb588
308,Daniel Maldini,322,479,0.672,15,17,9,2,41,5042,1000,178,229,0.777,109,152,0.7170000000000001,25,52,0.481,1577,2024-2025,22,it ITA,2 Teams,it Serie A,30,MFFW,801831fe
309,Amin Sarr,322,460,0.7,22,26,16,2,41,4253,808,194,249,0.779,84,116,0.7240000000000001,15,23,0.652,1927,2024-2025,23,se SWE,Hellas Verona,it Serie A,32,FW,d5326924
310,Artem Dovbyk,321,433,0.741,25,17,4,0,16,3515,432,212,275,0.7709999999999999,62,80,0.775,5,6,0.833,2435,2024-2025,27,ua UKR,Roma,it Serie A,32,FW,5b847bb0
311,Oladapo Afolayan,320,461,0.6940000000000001,21,23,14,10,32,5556,1270,148,185,0.8,129,165,0.782,35,55,0.636,1652,2024-2025,26,eng ENG,St. Pauli,de Bundesliga,32,FWMF,5054c359
312,Chris Wood,315,490,0.643,22,19,12,1,42,4434,1018,186,272,0.684,88,134,0.657,19,26,0.731,2980,2024-2025,32,nz NZL,Nott'ham Forest,eng Premier League,36,FW,4e9a0555
313,Ayoze Pérez,314,414,0.758,32,37,21,5,73,5024,1316,143,175,0.8170000000000001,138,166,0.831,19,30,0.633,1982,2024-2025,31,es ESP,Villarreal,es La Liga,30,FW,819aa8e7
314,Steven Skrzybski,312,446,0.7,22,36,16,7,64,5441,1645,144,184,0.7829999999999999,130,175,0.743,31,62,0.5,1333,2024-2025,31,de GER,Holstein Kiel,de Bundesliga,24,MFFW,58ce23e5
315,Santiago Pierotti,311,436,0.713,25,27,9,3,38,4334,1135,192,234,0.821,93,126,0.738,13,22,0.591,1952,2024-2025,23,ar ARG,Lecce,it Serie A,36,FW,ec315772
316,Isaac Romero,310,441,0.703,20,20,11,4,29,4995,703,172,222,0.775,92,130,0.708,31,43,0.721,2174,2024-2025,24,es ESP,Sevilla,es La Liga,31,FW,be719093
317,Fábio Silva,309,466,0.6629999999999999,16,13,14,3,26,4149,710,181,250,0.7240000000000001,83,125,0.664,16,29,0.552,1879,2024-2025,22,pt POR,Las Palmas,es La Liga,24,FW,e7aa9d7c
318,Mathias Pereira Lage,308,490,0.629,22,23,14,6,41,4867,1688,167,215,0.777,108,162,0.667,26,75,0.347,1583,2024-2025,27,pt POR,Brest,fr Ligue 1,29,FWMF,8846a40f
319,Gaetano Oristanio,307,443,0.693,33,32,22,8,64,4984,1398,157,196,0.8009999999999999,105,147,0.7140000000000001,30,50,0.6,2339,2024-2025,21,it ITA,Venezia,it Serie A,37,FWMF,5cfc74fc
320,Ollie Watkins,307,424,0.7240000000000001,24,12,13,0,31,3915,656,192,246,0.78,85,110,0.773,9,13,0.6920000000000001,2617,2024-2025,28,eng ENG,Aston Villa,eng Premier League,38,FW,aed3a70f
321,Fares Chaïbi,304,462,0.6579999999999999,24,31,18,6,52,5146,1801,155,191,0.812,105,140,0.75,31,92,0.337,1021,2024-2025,21,dz ALG,Eint Frankfurt,de Bundesliga,26,MFFW,357103bd
322,Nicolas Jackson,303,399,0.759,28,22,10,1,38,4088,884,182,223,0.816,92,118,0.78,9,15,0.6,2242,2024-2025,23,sn SEN,Chelsea,eng Premier League,30,FW,9c36ed83
323,Jack Clarke,302,393,0.768,28,27,9,0,44,4942,1242,151,173,0.873,131,153,0.856,16,31,0.516,1192,2024-2025,23,eng ENG,Ipswich Town,eng Premier League,32,FWMF,e16932d8
324,Phillip Tietz,300,481,0.624,22,18,9,1,29,4032,671,183,263,0.696,89,133,0.669,8,18,0.444,1700,2024-2025,27,de GER,Augsburg,de Bundesliga,34,FW,3397e7b5
325,Joe Willock,300,363,0.826,22,28,8,0,41,4282,903,174,195,0.892,107,123,0.87,10,22,0.455,1094,2024-2025,24,eng ENG,Newcastle Utd,eng Premier League,32,MFFW,a3b03921
326,Breel Embolo,299,432,0.6920000000000001,32,22,23,0,55,4346,1127,172,240,0.7170000000000001,98,121,0.81,17,29,0.586,1852,2024-2025,27,ch SUI,Monaco,fr Ligue 1,29,FWMF,0b4f388a
327,Karim Adeyemi,298,401,0.743,28,10,19,2,28,4376,889,164,202,0.812,99,123,0.805,16,23,0.696,1447,2024-2025,22,de GER,Dortmund,de Bundesliga,25,FWMF,501055d8
328,Gorka Guruzeta,298,411,0.725,15,23,2,0,31,4403,655,170,215,0.7909999999999999,98,131,0.748,16,31,0.516,1856,2024-2025,27,es ESP,Athletic Club,es La Liga,36,FW,6b5ea2f4
329,Ben Johnson,298,416,0.716,12,22,3,2,27,4835,2045,170,197,0.863,101,135,0.748,24,49,0.49,1357,2024-2025,24,eng ENG,Ipswich Town,eng Premier League,23,DFFW,9319781b
330,Jesper Lindstrøm,297,428,0.6940000000000001,19,18,12,7,25,4593,1335,194,225,0.862,65,99,0.657,29,65,0.446,1251,2024-2025,24,dk DEN,Everton,eng Premier League,25,FW,37dc1a48
331,Eren Dinkçi,297,394,0.754,23,24,11,3,35,4230,1090,159,187,0.85,109,133,0.82,12,26,0.462,1204,2024-2025,22,de GER,Freiburg,de Bundesliga,23,MFFW,4ccd8957
332,Hugo Duro,296,428,0.6920000000000001,14,18,3,0,28,4100,492,172,223,0.7709999999999999,96,132,0.727,11,21,0.524,2177,2024-2025,24,es ESP,Valencia,es La Liga,31,FW,37e103f8
333,Dani de Wit,296,411,0.72,10,24,5,2,33,4084,1104,175,225,0.778,85,115,0.7390000000000001,14,23,0.609,1158,2024-2025,26,nl NED,Bochum,de Bundesliga,28,MFFW,48a2b92a
334,Vedat Muriqi,295,487,0.606,26,23,6,0,30,4299,870,176,244,0.721,85,154,0.552,17,28,0.607,2070,2024-2025,30,xk KVX,Mallorca,es La Liga,29,FW,0cadc46d
335,Jørgen Strand Larsen,295,457,0.6459999999999999,21,19,4,1,29,3818,697,182,254,0.7170000000000001,73,112,0.652,14,20,0.7,2606,2024-2025,24,no NOR,Wolves,eng Premier League,35,FW,f553b2b3
336,Mathys Tel,293,394,0.7440000000000001,15,17,18,5,30,4877,995,147,178,0.826,111,141,0.787,27,47,0.574,1174,2024-2025,19,fr FRA,2 Teams,2 Comps,21,FW,829aa60c
337,Joshua Zirkzee,292,410,0.7120000000000001,12,26,6,0,44,3600,901,196,251,0.7809999999999999,61,82,0.7440000000000001,9,18,0.5,1411,2024-2025,23,nl NED,Manchester Utd,eng Premier League,32,FWMF,028e70b9
338,Tanguy Coulibaly,292,372,0.785,18,8,5,2,20,3857,626,184,212,0.868,81,102,0.794,8,18,0.444,1494,2024-2025,23,fr FRA,Montpellier,fr Ligue 1,25,FWMF,05ba9d7c
339,Ramón Terrats,292,431,0.677,17,36,11,4,43,4907,1476,149,174,0.856,106,150,0.7070000000000001,27,81,0.3329999999999999,1361,2024-2025,23,es ESP,2 Teams,es La Liga,26,MFFW,f36016a5
340,Oumar Diakité,291,354,0.8220000000000001,11,22,12,2,44,4122,691,155,183,0.847,100,115,0.87,11,13,0.846,1646,2024-2025,20,ci CIV,Reims,fr Ligue 1,26,FW,44435c8f
341,Jean-Philippe Mateta,291,447,0.6509999999999999,29,35,16,2,53,3856,1025,175,231,0.758,84,131,0.6409999999999999,7,23,0.304,2661,2024-2025,27,fr FRA,Crystal Palace,eng Premier League,37,FW,50e6dc35
342,Maximilian Beier,291,413,0.705,24,13,14,3,33,3569,852,187,240,0.779,70,100,0.7,5,9,0.556,1601,2024-2025,21,de GER,Dortmund,de Bundesliga,29,FWMF,5db45ee5
343,Simon Adingra,290,382,0.759,16,5,17,6,18,4148,820,187,217,0.862,81,109,0.743,16,29,0.552,1107,2024-2025,22,ci CIV,Brighton,eng Premier League,29,FWMF,4dcec659
344,Assane Diao,290,370,0.784,16,15,14,1,37,3937,837,185,215,0.86,81,92,0.88,10,15,0.667,1539,2024-2025,18,sn SEN,2 Teams,2 Comps,25,FWMF,8ae7d0ec
345,Patrik Schick,287,368,0.78,11,11,6,0,21,3565,473,192,234,0.821,75,95,0.789,3,4,0.75,1695,2024-2025,28,cz CZE,Leverkusen,de Bundesliga,31,FW,5d4f7d61
346,Nicolas Viola,285,452,0.631,28,34,11,2,46,5124,2017,146,178,0.82,80,134,0.597,48,101,0.475,1284,2024-2025,34,it ITA,Cagliari,it Serie A,27,FWMF,45392b06
347,Kamaldeen Sulemana,285,357,0.7979999999999999,10,6,13,7,27,4101,627,177,201,0.8809999999999999,86,103,0.835,13,28,0.4639999999999999,1414,2024-2025,22,gh GHA,Southampton,eng Premier League,26,FWMF,a62f8bf1
348,Pablo Durán,284,400,0.71,17,21,10,3,30,4181,735,157,194,0.809,98,124,0.79,16,37,0.432,1405,2024-2025,23,es ESP,Celta Vigo,es La Liga,27,FWMF,6db116ec
349,Giacomo Raspadori,280,410,0.6829999999999999,28,27,7,3,42,5058,1374,132,162,0.815,110,148,0.743,33,71,0.465,1112,2024-2025,24,it ITA,Napoli,it Serie A,26,FWMF,6e058f06
350,Peque,279,349,0.799,12,25,6,1,35,4138,852,165,192,0.8590000000000001,86,105,0.8190000000000001,17,26,0.654,1146,2024-2025,21,es ESP,Sevilla,es La Liga,26,MFFW,cb971b4f
351,Leon Bailey,277,390,0.71,16,16,20,2,35,4313,1055,152,186,0.8170000000000001,100,123,0.813,18,38,0.474,1150,2024-2025,26,jm JAM,Aston Villa,eng Premier League,24,FWMF,3a233281
352,Oliver McBurnie,276,419,0.659,24,23,7,1,27,3391,779,185,253,0.731,63,106,0.594,6,9,0.667,1849,2024-2025,28,sct SCO,Las Palmas,es La Liga,34,FW,78b8ac63
353,Emanuel Emegha,273,340,0.8029999999999999,18,4,4,0,14,3373,347,174,214,0.813,71,78,0.91,5,7,0.7140000000000001,2307,2024-2025,21,nl NED,Strasbourg,fr Ligue 1,27,FW,a0c590b9
354,Benjamín Domínguez,272,348,0.782,10,12,13,1,32,3724,625,187,213,0.878,64,83,0.7709999999999999,13,21,0.619,1294,2024-2025,20,ar ARG,Bologna,it Serie A,24,FW,a83b47fa
355,Gerrit Holtmann,270,411,0.657,20,16,25,16,33,4724,1601,138,162,0.852,95,139,0.6829999999999999,31,64,0.484,1146,2024-2025,29,ph PHI,Bochum,de Bundesliga,23,DFFW,2979c05a
356,Julio Enciso,270,398,0.6779999999999999,18,31,12,2,42,4243,1211,140,177,0.7909999999999999,101,137,0.737,15,44,0.341,1174,2024-2025,20,py PAR,2 Teams,eng Premier League,25,MFFW,9cfbad36
357,Elif Elmas,270,336,0.804,9,22,15,5,34,4155,1051,149,166,0.898,98,117,0.838,14,28,0.5,1027,2024-2025,24,mk MKD,Torino,it Serie A,13,FWMF,cf007308
358,Ferrán Torres,267,360,0.742,19,17,18,2,35,3409,773,164,192,0.8540000000000001,71,91,0.78,11,30,0.367,1115,2024-2025,24,es ESP,Barcelona,es La Liga,27,FWMF,9e1035f8
359,Williot Swedberg,266,363,0.733,16,16,12,1,28,3749,737,161,196,0.821,75,100,0.75,14,24,0.583,1361,2024-2025,20,se SWE,Celta Vigo,es La Liga,32,FWMF,184fe4b2
360,Alfon,263,377,0.698,24,8,7,1,22,3844,521,146,165,0.885,94,132,0.7120000000000001,11,27,0.407,1381,2024-2025,25,es ESP,Celta Vigo,es La Liga,26,FWMF,1c772b46
361,Noah Weißhaupt,263,413,0.637,18,21,17,12,39,4483,1349,143,176,0.813,76,123,0.618,36,77,0.4679999999999999,1252,2024-2025,22,de GER,2 Teams,de Bundesliga,22,FWMF,dd676a97
362,Léo Scienza,262,395,0.6629999999999999,34,30,14,8,30,4508,1847,127,157,0.809,86,128,0.672,38,79,0.481,1164,2024-2025,25,br BRA,Heidenheim,de Bundesliga,25,FWMF,79064bc9
363,Carlos Martín,261,400,0.653,13,15,7,4,21,3767,914,141,196,0.7190000000000001,97,131,0.74,11,33,0.3329999999999999,1346,2024-2025,22,es ESP,Alavés,es La Liga,26,FWMF,64035864
364,Gonçalo Guedes,259,349,0.742,14,18,17,5,40,4193,1060,137,158,0.867,97,128,0.758,17,35,0.486,1003,2024-2025,27,pt POR,Wolves,eng Premier League,29,MFFW,e6bc67d7
365,Gianluca Gaetano,258,357,0.723,22,27,13,0,41,4219,1182,137,172,0.797,81,113,0.7170000000000001,31,46,0.674,1017,2024-2025,24,it ITA,2 Teams,it Serie A,28,MFFW,3b387cc7
366,Jamie Vardy,258,389,0.6629999999999999,19,11,10,1,22,3776,424,141,190,0.742,86,114,0.754,15,22,0.682,2837,2024-2025,37,eng ENG,Leicester City,eng Premier League,35,FW,45963054
367,John Yeboah,258,354,0.7290000000000001,20,19,12,0,42,3414,982,162,200,0.81,65,83,0.7829999999999999,14,26,0.5379999999999999,1233,2024-2025,24,ec ECU,Venezia,it Serie A,33,FWMF,8dfdc6c3
368,Ermedin Demirović,258,367,0.703,18,15,10,0,31,2971,645,171,225,0.76,62,84,0.738,2,5,0.4,1869,2024-2025,26,ba BIH,Stuttgart,de Bundesliga,34,FW,ed79b7d3
369,Nathan Tella,256,343,0.746,18,15,10,2,22,3452,603,162,187,0.866,74,92,0.804,8,19,0.421,1373,2024-2025,25,ng NGA,Leverkusen,de Bundesliga,27,MFFW,f1e94cd6
370,Erling Haaland,255,381,0.669,29,10,8,1,20,3086,593,175,246,0.711,59,84,0.7020000000000001,4,6,0.667,2742,2024-2025,24,no NOR,Manchester City,eng Premier League,31,FW,1f44ac21
371,Dominic Solanke,255,361,0.706,14,28,9,0,47,3429,944,154,205,0.7509999999999999,68,87,0.782,12,18,0.667,2208,2024-2025,26,eng ENG,Tottenham,eng Premier League,27,FW,e77dc3b2
372,Joshua King,253,358,0.7070000000000001,17,13,10,1,29,3233,592,163,212,0.769,68,90,0.7559999999999999,6,16,0.375,1688,2024-2025,32,no NOR,Toulouse,fr Ligue 1,28,FWMF,43458538
373,Dušan Vlahović,253,366,0.691,15,11,7,0,22,3895,421,144,182,0.7909999999999999,82,117,0.701,19,27,0.7040000000000001,1792,2024-2025,24,rs SRB,Juventus,it Serie A,29,FW,79443529
374,Rasmus Højlund,251,336,0.747,16,14,5,1,18,2741,486,183,226,0.81,42,62,0.677,4,6,0.667,2020,2024-2025,21,dk DEN,Manchester Utd,eng Premier League,32,FW,491a433d
375,Marco Grüll,251,327,0.768,11,22,14,3,38,3274,839,144,165,0.873,67,83,0.807,10,19,0.526,1192,2024-2025,26,at AUT,Werder Bremen,de Bundesliga,30,FWMF,8babb812
376,Neal Maupay,250,297,0.8420000000000001,13,15,12,0,37,3404,651,148,169,0.8759999999999999,69,81,0.852,14,16,0.875,1051,2024-2025,27,fr FRA,2 Teams,2 Comps,22,FWMF,4bcf39f6
377,Evanilson,244,342,0.713,26,14,6,0,28,3038,622,154,202,0.762,54,72,0.75,11,16,0.688,2339,2024-2025,24,br BRA,Bournemouth,eng Premier League,31,FW,6f3cc2fe
378,Tim Skarke,243,347,0.7,16,12,15,9,25,3324,789,139,172,0.8079999999999999,69,98,0.7040000000000001,14,23,0.609,1174,2024-2025,27,de GER,Union Berlin,de Bundesliga,33,FWMF,65857fdf
379,Esteban Lepaul,241,359,0.6709999999999999,7,13,7,2,20,3512,623,124,162,0.765,82,110,0.745,14,32,0.4379999999999999,1638,2024-2025,24,fr FRA,Angers,fr Ligue 1,28,FW,85ce1949
