Player,Season,Team,Comp,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Position,Player_ID
Robert Lewandowski,2024-2025,Barcelona,es La Liga,27.1,24.0,2.3,29.4,2.3,26.3,-0.1000000000000014,0.0,-0.2999999999999998,0.22,FW,8d78e732
Kylian Mbappé,2024-2025,Real Madrid,es La Liga,25.9,18.6,7.7,33.6,7.7,26.3,5.100000000000001,5.399999999999999,-4.7,0.12,FW,42fd9c7f
Mohamed Salah,2024-2025,Liverpool,eng Premier League,25.2,18.2,14.2,39.4,14.2,32.4,3.8000000000000007,1.8000000000000007,3.8000000000000007,0.15,FW,e342ad68
Serhou Guirassy,2024-2025,Dortmund,de Bundesliga,22.7,19.6,3.9,26.6,3.9,23.5,-1.6999999999999993,-1.6000000000000014,0.1,0.23,FW,923f4dda
Erling Haaland,2024-2025,Manchester City,eng Premier League,22.0,18.8,3.0,25.0,3.0,21.8,0.0,0.1999999999999993,0.0,0.19,FW,1f44ac21
Hugo Ekitike,2024-2025,Eint Frankfurt,de Bundesliga,21.6,19.3,6.8,28.4,6.8,26.1,-6.600000000000001,-5.300000000000001,1.2000000000000002,0.17,FW,5b92d896
Harry Kane,2024-2025,Bayern Munich,de Bundesliga,20.3,13.3,5.3,25.6,5.3,18.6,5.699999999999999,3.6999999999999993,3.7,0.13,FW,21a66f6a
Alexander Isak,2024-2025,Newcastle Utd,eng Premier League,20.3,17.2,4.3,24.6,4.3,21.5,2.6999999999999997,1.8000000000000007,1.7000000000000002,0.18,FW,8e92be30
Moise Kean,2024-2025,Fiorentina,it Serie A,19.4,17.9,1.9,21.3,1.9,19.8,-0.3999999999999986,0.1000000000000014,1.1,0.18,FW,3d50bcdb
Raphinha,2024-2025,Barcelona,es La Liga,19.2,17.6,12.7,31.9,12.7,30.3,-1.1999999999999993,-1.6000000000000014,-3.6999999999999993,0.16,FWMF,3423f250
Mateo Retegui,2024-2025,Atalanta,it Serie A,18.9,14.9,4.9,23.8,4.9,19.8,6.100000000000001,6.1,3.1,0.15,FW,e7695e6c
Yoane Wissa,2024-2025,Brentford,eng Premier League,18.5,18.5,2.6,21.1,2.6,21.1,0.5,0.5,1.4,0.21,FW,2500cef9
Ante Budimir,2024-2025,Osasuna,es La Liga,18.3,12.3,1.7,20.0,1.7,14.0,2.6999999999999997,0.6999999999999993,2.3,0.14,FW,8f3565b3
Cole Palmer,2024-2025,Chelsea,eng Premier League,17.3,13.3,10.9,28.200000000000003,10.9,24.200000000000003,-2.3000000000000007,-2.3000000000000007,-2.9000000000000004,0.11,MFFW,dc7f8a28
Emanuel Emegha,2024-2025,Strasbourg,fr Ligue 1,17.0,17.0,2.4,19.4,2.4,19.4,-3.0,-3.0,0.6000000000000001,0.28,FW,a0c590b9
Alexander Sørloth,2024-2025,Atlético Madrid,es La Liga,16.8,16.0,1.6,18.4,1.6,17.6,3.1999999999999997,3.0,0.3999999999999999,0.21,FW,e92cd3f7
Ousmane Dembélé,2024-2025,Paris S-G,fr Ligue 1,16.6,15.8,8.2,24.8,8.2,24.0,4.399999999999999,4.199999999999999,-2.1999999999999997,0.16,FW,b19db005
Mason Greenwood,2024-2025,Marseille,fr Ligue 1,16.3,9.1,5.7,22.0,5.7,14.8,4.699999999999999,4.9,-0.7000000000000002,0.08,FWMF,58eee997
Alexandre Lacazette,2024-2025,Lyon,fr Ligue 1,16.3,11.7,3.4,19.7,3.4,15.1,-1.3000000000000007,-1.6999999999999993,-1.4,0.22,FW,9dbb75ca
Jonathan David,2024-2025,Lille,fr Ligue 1,16.2,10.7,4.4,20.6,4.4,15.1,-0.1999999999999993,-0.6999999999999993,0.5999999999999996,0.16,FW,ce50fd99
Ollie Watkins,2024-2025,Aston Villa,eng Premier League,15.3,13.8,3.3,18.6,3.3,17.1,0.6999999999999993,0.1999999999999993,4.7,0.17,FW,aed3a70f
Arnaud Kalimuendo,2024-2025,Rennes,fr Ligue 1,14.9,8.9,2.0,16.9,2.0,10.9,2.1,3.1,1.0,0.13,FWMF,bf4c41f9
Jonathan Burkardt,2024-2025,Mainz 05,de Bundesliga,14.8,13.2,3.1,17.900000000000002,3.1,16.3,3.1999999999999997,2.8000000000000007,-1.1,0.19,FW,05f99a4a
Omar Marmoush,2024-2025,2 Teams,2 Comps,14.3,12.8,9.0,23.3,9.0,21.8,7.699999999999999,7.199999999999999,0.0,0.1,FWMF,0e0102eb
Julián Álvarez,2024-2025,Atlético Madrid,es La Liga,14.1,11.0,5.3,19.4,5.3,16.3,2.9000000000000004,2.0,-1.2999999999999998,0.16,FW,15ab5a2b
Ermedin Demirović,2024-2025,Stuttgart,de Bundesliga,14.1,12.4,1.9,16.0,1.9,14.3,0.9000000000000004,2.6,-0.8999999999999999,0.19,FW,ed79b7d3
Tim Kleindienst,2024-2025,Gladbach,de Bundesliga,13.6,11.9,6.2,19.8,6.2,18.1,2.4000000000000004,3.1,0.7999999999999998,0.16,FW,258a6f4d
Jean-Philippe Mateta,2024-2025,Crystal Palace,eng Premier League,13.6,12.0,3.2,16.8,3.2,15.2,0.4000000000000003,0.0,-1.2000000000000002,0.18,FW,50e6dc35
Gonçalo Ramos,2024-2025,Paris S-G,fr Ligue 1,13.6,11.3,2.2,15.8,2.2,13.5,-3.6,-3.3000000000000007,0.7999999999999998,0.22,FW,f63cda26
Lautaro Martínez,2024-2025,Inter,it Serie A,13.5,13.5,4.3,17.8,4.3,17.8,-1.5,-1.5,-1.2999999999999998,0.13,FW,f7036e1c
Chris Wood,2024-2025,Nott'ham Forest,eng Premier League,13.4,11.0,2.6,16.0,2.6,13.6,6.6,6.0,0.3999999999999999,0.17,FW,4e9a0555
Bradley Barcola,2024-2025,Paris S-G,fr Ligue 1,13.4,13.4,10.1,23.5,10.1,23.5,0.5999999999999996,0.5999999999999996,-0.0999999999999996,0.18,FW,a0d55a09
Valentín Castellanos,2024-2025,Lazio,it Serie A,13.4,11.3,3.6,17.0,3.6,14.9,-3.4000000000000004,-3.3000000000000007,-0.6000000000000001,0.11,FW,da76bab4
Romelu Lukaku,2024-2025,Napoli,it Serie A,13.0,9.8,4.0,17.0,4.0,13.8,1.0,1.1999999999999993,6.0,0.17,FW,5eae500a
Roberto Piccoli,2024-2025,Cagliari,it Serie A,12.7,12.0,0.9,13.6,0.9,12.9,-2.6999999999999997,-3.0,0.0999999999999999,0.12,FW,1cadaf34
Patrik Schick,2024-2025,Leverkusen,de Bundesliga,12.7,11.9,0.6,13.3,0.6,12.5,8.3,8.1,-0.6,0.17,FW,5d4f7d61
Ayoze Pérez,2024-2025,Villarreal,es La Liga,12.7,12.7,3.0,15.7,3.0,15.7,6.300000000000001,6.300000000000001,-1.0,0.18,FW,819aa8e7
Thierno Barry,2024-2025,Villarreal,es La Liga,12.5,11.7,2.9,15.4,2.9,14.6,-1.5,-1.6999999999999993,1.1,0.17,FW,52c3244b
Evanilson,2024-2025,Bournemouth,eng Premier League,12.5,11.7,1.9,14.4,1.9,13.6,-2.5,-1.6999999999999993,-0.8999999999999999,0.16,FW,6f3cc2fe
Bryan Mbeumo,2024-2025,Brentford,eng Premier League,12.3,7.5,8.3,20.6,8.3,15.8,7.699999999999999,7.5,-1.3000000000000007,0.1,FW,6afaebf2
Dušan Vlahović,2024-2025,Juventus,it Serie A,12.3,9.2,1.3,13.6,1.3,10.5,-2.3000000000000007,-3.1999999999999997,2.7,0.13,FW,79443529
Nicolas Jackson,2024-2025,Chelsea,eng Premier League,12.3,12.3,4.3,16.6,4.3,16.6,-2.3000000000000007,-2.3000000000000007,0.7000000000000002,0.16,FW,9c36ed83
Nikola Krstović,2024-2025,Lecce,it Serie A,12.1,9.7,2.9,15.0,2.9,12.6,-1.0999999999999996,-0.6999999999999993,2.1,0.07,FW,473803c9
Christian Pulisic,2024-2025,Milan,it Serie A,12.0,8.9,6.4,18.4,6.4,15.3,-1.0,-0.9000000000000004,2.6,0.17,FWMF,1bf33a9a
Luis Díaz,2024-2025,Liverpool,eng Premier League,12.0,12.0,5.0,17.0,5.0,17.0,1.0,1.0,0.0,0.17,FW,4a1a9578
Amine Gouiri,2024-2025,2 Teams,fr Ligue 1,12.0,12.0,4.0,16.0,4.0,16.0,1.0,1.0,1.0,0.15,FWMF,aad56ca3
Raúl Jiménez,2024-2025,Fulham,eng Premier League,12.0,9.6,3.3,15.3,3.3,12.9,0.0,-0.5999999999999996,-0.2999999999999998,0.1,FW,b561db50
Artem Dovbyk,2024-2025,Roma,it Serie A,11.9,10.3,2.4,14.3,2.4,12.7,0.0999999999999996,-0.3000000000000007,-0.3999999999999999,0.17,FW,5b847bb0
Andrej Kramarić,2024-2025,Hoffenheim,de Bundesliga,11.8,9.5,4.3,16.1,4.3,13.8,-0.8000000000000007,-1.5,3.7,0.15,MFFW,603cb947
Gaëtan Laborde,2024-2025,Nice,fr Ligue 1,11.7,8.6,3.5,15.2,3.5,12.1,-0.6999999999999993,-1.5999999999999996,0.5,0.12,FW,7cdda3bf
Deniz Undav,2024-2025,Stuttgart,de Bundesliga,11.7,11.7,3.6,15.3,3.6,15.3,-2.6999999999999997,-2.6999999999999997,-0.6000000000000001,0.16,FWMF,dd549382
Javi Puado,2024-2025,Espanyol,es La Liga,11.6,7.7,3.0,14.6,3.0,10.7,0.4000000000000003,-0.7000000000000002,1.0,0.12,FWMF,2683eda7
Mika Biereth,2024-2025,Monaco,fr Ligue 1,11.3,9.7,4.5,15.8,4.5,14.2,1.6999999999999993,2.3000000000000007,-2.5,0.24,FW,a1d95db3
Jamie Vardy,2024-2025,Leicester City,eng Premier League,11.2,9.6,3.0,14.2,3.0,12.6,-2.1999999999999997,-1.5999999999999996,1.0,0.17,FW,45963054
Dominic Solanke,2024-2025,Tottenham,eng Premier League,10.9,10.1,2.9,13.8,2.9,13.0,-1.9000000000000004,-2.1,0.1,0.17,FW,e77dc3b2
Breel Embolo,2024-2025,Monaco,fr Ligue 1,10.8,10.8,5.6,16.4,5.6,16.4,-4.800000000000001,-4.800000000000001,-1.5999999999999996,0.21,FWMF,0b4f388a
Brennan Johnson,2024-2025,Tottenham,eng Premier League,10.4,10.4,2.3,12.7,2.3,12.7,0.5999999999999996,0.5999999999999996,0.7000000000000002,0.19,FW,0cd31129
Ludovic Ajorque,2024-2025,Brest,fr Ligue 1,10.4,9.6,3.1,13.5,3.1,12.7,2.6,3.4000000000000004,-1.1,0.18,FW,462475ed
Vinicius Júnior,2024-2025,Real Madrid,es La Liga,10.4,8.2,8.0,18.4,8.0,16.2,0.5999999999999996,0.8000000000000007,0.0,0.11,FW,7111d552
Eberechi Eze,2024-2025,Crystal Palace,eng Premier League,10.4,8.9,6.2,16.6,6.2,15.1,-2.4000000000000004,-1.9000000000000004,1.7999999999999998,0.09,MFFW,ae4fc6a4
Georges Mikautadze,2024-2025,Lyon,fr Ligue 1,10.3,7.0,4.3,14.6,4.3,11.3,0.6999999999999993,1.0,1.7000000000000002,0.14,FW,4788cb6b
Ademola Lookman,2024-2025,Atalanta,it Serie A,10.3,9.5,7.1,17.4,7.1,16.6,4.699999999999999,4.5,-2.1,0.12,MFFW,7c104bb7
Jørgen Strand Larsen,2024-2025,Wolves,eng Premier League,10.3,10.3,3.0,13.3,3.0,13.3,3.6999999999999993,3.6999999999999993,1.0,0.19,FW,f553b2b3
Leroy Sané,2024-2025,Bayern Munich,de Bundesliga,10.2,10.2,5.5,15.7,5.5,15.7,0.8000000000000007,0.8000000000000007,-0.5,0.15,FW,2b114be3
Nick Woltemade,2024-2025,Stuttgart,de Bundesliga,10.2,8.0,4.6,14.8,4.6,12.6,1.8000000000000007,2.0,-2.6,0.17,FWMF,7ca196eb
Zakaria Aboukhlal,2024-2025,Toulouse,fr Ligue 1,10.2,8.6,1.6,11.8,1.6,10.2,-3.1999999999999997,-2.6,0.3999999999999999,0.14,MFFW,c2a6033c
Dodi Lukebakio,2024-2025,Sevilla,es La Liga,10.1,9.3,4.5,14.6,4.5,13.8,0.9000000000000004,0.6999999999999993,-2.5,0.1,FW,0c61c77c
Marvin Ducksch,2024-2025,Werder Bremen,de Bundesliga,10.1,8.5,8.5,18.6,8.5,17.0,-2.1,-1.5,-0.5,0.12,FW,638a4d71
Riccardo Orsolini,2024-2025,Bologna,it Serie A,10.1,7.8,3.7,13.8,3.7,11.5,4.9,4.2,0.2999999999999998,0.11,FW,e14ec482
Benjamin Šeško,2024-2025,RB Leipzig,de Bundesliga,10.0,8.4,2.1,12.1,2.1,10.5,3.0,2.6,2.9,0.13,FWMF,3260690c
Antoine Semenyo,2024-2025,Bournemouth,eng Premier League,10.0,10.0,5.8,15.8,5.8,15.8,1.0,1.0,-0.7999999999999998,0.08,FW,efd2ec23
Marcus Thuram,2024-2025,Inter,it Serie A,9.9,9.9,4.4,14.3,4.4,14.3,4.1,4.1,-0.4000000000000003,0.15,FW,6f8cd6d0
Mikel Oyarzabal,2024-2025,Real Sociedad,es La Liga,9.9,6.8,2.4,12.3,2.4,9.2,-0.9000000000000004,-1.7999999999999998,0.6000000000000001,0.17,FW,8c3c640c
Lamine Yamal,2024-2025,Barcelona,es La Liga,9.8,9.8,13.9,23.700000000000003,13.9,23.700000000000003,-0.8000000000000007,-0.8000000000000007,-0.9000000000000004,0.07,FW,82ec26c1
Vedat Muriqi,2024-2025,Mallorca,es La Liga,9.7,7.3,2.2,11.9,2.2,9.5,-2.6999999999999997,-2.3,-0.2000000000000001,0.14,FW,0cadc46d
Michael Olise,2024-2025,Bayern Munich,de Bundesliga,9.7,9.7,12.0,21.7,12.0,21.7,2.3000000000000007,2.3000000000000007,3.0,0.11,FWMF,c4486bac
Noni Madueke,2024-2025,Chelsea,eng Premier League,9.6,9.6,4.2,13.8,4.2,13.8,-2.6,-2.6,-1.2000000000000002,0.12,FW,bf34eebd
Danny Welbeck,2024-2025,Brighton,eng Premier League,9.6,8.8,1.4,11.0,1.4,10.2,0.4000000000000003,0.1999999999999993,2.6,0.15,FW,ce5143da
Kiké,2024-2025,Alavés,es La Liga,9.6,7.2,0.9,10.5,0.9,8.1,3.4000000000000004,2.8,-0.9,0.12,FW,e897d8ba
Kai Havertz,2024-2025,Arsenal,eng Premier League,9.5,9.5,2.4,11.9,2.4,11.9,-0.5,-0.5,0.6000000000000001,0.18,FWMF,fed7cb61
Hugo Duro,2024-2025,Valencia,es La Liga,9.4,8.6,1.3,10.7,1.3,9.9,1.5999999999999996,1.4000000000000004,0.7,0.18,FW,37e103f8
Ange-Yoan Bonny,2024-2025,Parma,it Serie A,9.4,7.1,2.9,12.3,2.9,10.0,-3.4000000000000004,-3.1,1.1,0.12,FW,64629ba4
Randal Kolo Muani,2024-2025,2 Teams,2 Comps,9.4,7.8,2.4,11.8,2.4,10.2,0.5999999999999996,0.2000000000000001,-0.3999999999999999,0.19,FW,c0b3669f
Florian Wirtz,2024-2025,Leverkusen,de Bundesliga,9.4,6.1,7.0,16.4,7.0,13.1,0.5999999999999996,1.9000000000000004,5.0,0.08,MFFW,e7fcf289
Nicolás Paz,2024-2025,Como,it Serie A,9.3,8.5,6.0,15.3,6.0,14.5,-3.3000000000000007,-2.5,2.0,0.08,MFFW,01bb93d5
Borja Iglesias,2024-2025,Celta Vigo,es La Liga,9.3,9.3,3.2,12.5,3.2,12.5,1.6999999999999993,1.6999999999999993,-0.2000000000000001,0.2,FW,75645f0e
Liam Delap,2024-2025,Ipswich Town,eng Premier League,9.3,7.8,1.9,11.2,1.9,9.7,2.6999999999999997,2.2,0.1,0.12,FW,dd897ee7
Kaoru Mitoma,2024-2025,Brighton,eng Premier League,9.2,9.2,4.6,13.8,4.6,13.8,0.8000000000000007,0.8000000000000007,-0.5999999999999996,0.16,FWMF,74618572
Maghnes Akliouche,2024-2025,Monaco,fr Ligue 1,9.2,8.4,7.3,16.5,7.3,15.7,-4.199999999999999,-4.4,2.7,0.14,FWMF,b625b241
Evann Guessand,2024-2025,Nice,fr Ligue 1,9.2,9.2,5.4,14.6,5.4,14.6,2.8000000000000007,2.8000000000000007,2.6,0.15,FWMF,b73f17f8
Keito Nakamura,2024-2025,Reims,fr Ligue 1,9.1,9.1,2.9,12.0,2.9,12.0,1.9000000000000004,1.9000000000000004,-0.8999999999999999,0.11,FWMF,d97af612
Loïs Openda,2024-2025,RB Leipzig,de Bundesliga,9.0,8.2,3.4,12.4,3.4,11.6,0.0,0.8000000000000007,1.6,0.11,FWMF,8652a85c
Che Adams,2024-2025,Torino,it Serie A,9.0,8.2,2.0,11.0,2.0,10.2,0.0,0.8000000000000007,1.0,0.13,FW,f2bf1b0f
Marvin Pieringer,2024-2025,Heidenheim,de Bundesliga,8.9,6.6,4.0,12.9,4.0,10.6,-1.9000000000000004,-2.6,0.0,0.12,FWMF,11407d95
João Pedro,2024-2025,Brighton,eng Premier League,8.9,5.0,5.0,13.9,5.0,10.0,1.0999999999999996,0.0,1.0,0.12,FWMF,e8832875
Takumi Minamino,2024-2025,Monaco,fr Ligue 1,8.9,8.9,6.6,15.5,6.6,15.5,-2.9000000000000004,-2.9000000000000004,-3.6,0.16,MFFW,f833a830
Fábio Silva,2024-2025,Las Palmas,es La Liga,8.8,6.4,2.0,10.8,2.0,8.4,1.1999999999999993,1.5999999999999996,1.0,0.14,FW,e7aa9d7c
Mohamed Amoura,2024-2025,Wolfsburg,de Bundesliga,8.7,7.2,4.0,12.7,4.0,11.2,1.3000000000000007,0.7999999999999998,5.0,0.1,FW,6597f8b6
Iago Aspas,2024-2025,Celta Vigo,es La Liga,8.7,4.0,4.6,13.3,4.6,8.6,1.3000000000000007,1.0,0.4000000000000003,0.09,FWMF,7dcf86f6
Jarrod Bowen,2024-2025,West Ham,eng Premier League,8.6,7.8,6.8,15.4,6.8,14.6,4.4,4.2,1.2000000000000002,0.09,FWMF,79c84d1c
M'Bala Nzola,2024-2025,Lens,fr Ligue 1,8.6,8.6,1.3,9.9,1.3,9.9,-2.6,-2.6,-0.3,0.19,FW,a4948e67
Matheus Cunha,2024-2025,Wolves,eng Premier League,8.6,8.6,7.7,16.3,7.7,16.3,6.4,6.4,-1.7000000000000002,0.08,MFFW,dc62b55d
Matthis Abline,2024-2025,Nantes,fr Ligue 1,8.5,7.7,3.8,12.3,3.8,11.5,0.5,0.2999999999999998,-1.7999999999999998,0.11,FW,0e46fa2f
Dango Ouattara,2024-2025,Bournemouth,eng Premier League,8.4,8.4,5.5,13.9,5.5,13.9,-1.4000000000000004,-1.4000000000000004,-1.5,0.14,FW,2f9e4435
Kevin Schade,2024-2025,Brentford,eng Premier League,8.2,8.2,3.7,11.9,3.7,11.9,2.8000000000000007,2.8000000000000007,-1.7000000000000002,0.15,FW,52afb588
Beto,2024-2025,Everton,eng Premier League,8.2,8.2,1.2,9.4,1.2,9.4,-0.1999999999999993,-0.1999999999999993,-1.2,0.17,FW,ed5c0319
Cristhian Stuani,2024-2025,Girona,es La Liga,8.1,5.8,0.6,8.7,0.6,6.4,2.9000000000000004,2.2,1.4,0.19,FW,220c11f1
Florian Thauvin,2024-2025,Udinese,it Serie A,8.1,5.7,3.8,11.9,3.8,9.5,-0.0999999999999996,1.2999999999999998,-0.7999999999999998,0.11,FWMF,2b9fdeea
Zuriko Davitashvili,2024-2025,Saint-Étienne,fr Ligue 1,8.1,6.6,4.7,12.8,4.7,11.3,0.9000000000000004,0.4000000000000003,3.3,0.1,FWMF,88b4d2e3
Anthony Gordon,2024-2025,Newcastle Utd,eng Premier League,8.0,6.5,5.0,13.0,5.0,11.5,-2.0,-1.5,0.0,0.11,FWMF,2bd83368
Ferrán Torres,2024-2025,Barcelona,es La Liga,8.0,8.0,3.1,11.1,3.1,11.1,2.0,2.0,2.9,0.17,FWMF,9e1035f8
Abde Ezzalzouli,2024-2025,Betis,es La Liga,8.0,7.2,2.0,10.0,2.0,9.2,-6.0,-5.2,0.0,0.12,FWMF,bed68338
Diogo Jota,2024-2025,Liverpool,eng Premier League,7.9,7.9,1.8,9.7,1.8,9.7,-1.9000000000000004,-1.9000000000000004,1.2,0.16,FW,178ae8f8
Vincenzo Grifo,2024-2025,Freiburg,de Bundesliga,7.9,5.6,6.9,14.8,6.9,12.5,0.0999999999999996,2.4000000000000004,4.1,0.09,FWMF,54e4866f
Victor Boniface,2024-2025,Leverkusen,de Bundesliga,7.8,7.1,1.1,8.9,1.1,8.2,0.2000000000000001,0.9000000000000004,-0.1,0.14,FW,b146275b
Andrea Pinamonti,2024-2025,Genoa,it Serie A,7.7,7.0,1.7,9.4,1.7,8.7,2.3,3.0,-0.7,0.09,FW,08aa9cd1
Myron Boadu,2024-2025,Bochum,de Bundesliga,7.7,6.9,1.1,8.8,1.1,8.0,1.2999999999999998,1.0999999999999996,-0.1,0.26,FW,5b479568
Maximilian Beier,2024-2025,Dortmund,de Bundesliga,7.7,7.7,3.3,11.0,3.3,11.0,0.2999999999999998,0.2999999999999998,1.7000000000000002,0.18,FWMF,5db45ee5
Lucas Höler,2024-2025,Freiburg,de Bundesliga,7.7,6.9,2.9,10.6,2.9,9.8,-1.7000000000000002,-0.9000000000000004,1.1,0.21,FWMF,ca618d23
Santiago Castro,2024-2025,Bologna,it Serie A,7.7,6.9,2.9,10.6,2.9,9.8,0.2999999999999998,1.0999999999999996,1.1,0.11,FW,ee5565ae
Rafael Leão,2024-2025,Milan,it Serie A,7.6,7.6,8.4,16.0,8.4,16.0,0.4000000000000003,0.4000000000000003,-0.4000000000000003,0.11,FW,20730eae
Iñaki Williams,2024-2025,Athletic Club,es La Liga,7.6,7.6,7.8,15.4,7.8,15.4,-1.5999999999999996,-1.5999999999999996,0.2000000000000001,0.12,FW,6a99e0b1
Lorenzo Lucca,2024-2025,Udinese,it Serie A,7.6,6.8,1.6,9.2,1.6,8.4,4.4,4.2,-0.6000000000000001,0.11,FW,83c06f3a
Álvaro García,2024-2025,Rayo Vallecano,es La Liga,7.6,7.6,5.0,12.6,5.0,12.6,-3.6,-3.6,0.0,0.11,FWMF,90bbd822
Enzo Millot,2024-2025,Stuttgart,de Bundesliga,7.6,6.7,3.1,10.7,3.1,9.8,-1.5999999999999996,-0.7000000000000002,1.9,0.16,MFFW,f76022e7
Serge Gnabry,2024-2025,Bayern Munich,de Bundesliga,7.5,6.8,5.1,12.6,5.1,11.9,-0.5,0.2000000000000001,-0.0999999999999996,0.14,FWMF,88e357ef
Joel Pohjanpalo,2024-2025,Venezia,it Serie A,7.5,4.3,1.7,9.2,1.7,6.0,-1.5,-1.2999999999999998,-1.7,0.13,FW,ea003d07
Dani Raba,2024-2025,Leganés,es La Liga,7.5,3.6,5.3,12.8,5.3,8.9,0.5,0.3999999999999999,0.7000000000000002,0.09,FWMF,ea6a7ab4
Gabriel Martinelli,2024-2025,Arsenal,eng Premier League,7.4,7.4,5.0,12.4,5.0,12.4,0.5999999999999996,0.5999999999999996,-1.0,0.14,FWMF,48a5a5d6
Alassane Pléa,2024-2025,Gladbach,de Bundesliga,7.4,6.6,3.1,10.5,3.1,9.7,3.6,3.4000000000000004,0.8999999999999999,0.16,MFFW,bc6bd723
Khvicha Kvaratskhelia,2024-2025,2 Teams,2 Comps,7.4,6.6,8.6,16.0,8.6,15.2,1.5999999999999996,1.4000000000000004,-2.6,0.08,FWMF,dea88efd
Antoine Griezmann,2024-2025,Atlético Madrid,es La Liga,7.4,5.9,7.1,14.5,7.1,13.0,0.5999999999999996,1.0999999999999996,-0.0999999999999996,0.13,FWMF,df69b544
Charles De Ketelaere,2024-2025,Atalanta,it Serie A,7.3,7.3,6.0,13.3,6.0,13.3,-0.2999999999999998,-0.2999999999999998,1.0,0.15,MFFW,2ef7c612
Alejandro Garnacho,2024-2025,Manchester Utd,eng Premier League,7.3,7.3,4.5,11.8,4.5,11.8,-1.2999999999999998,-1.2999999999999998,-2.5,0.09,MFFW,7aa8adfe
Leandro Trossard,2024-2025,Arsenal,eng Premier League,7.2,7.2,6.1,13.3,6.1,13.3,0.7999999999999998,0.7999999999999998,0.9000000000000004,0.1,FW,38ceb24a
Harvey Barnes,2024-2025,Newcastle Utd,eng Premier League,7.2,7.2,4.0,11.2,4.0,11.2,1.7999999999999998,1.7999999999999998,0.0,0.11,FW,3ea50f67
Son Heung-min,2024-2025,Tottenham,eng Premier League,7.2,5.6,8.2,15.4,8.2,13.8,-0.2000000000000001,0.4000000000000003,0.8000000000000007,0.1,FW,92e7e919
Cody Gakpo,2024-2025,Liverpool,eng Premier League,7.1,7.1,4.4,11.5,4.4,11.5,2.9000000000000004,2.9000000000000004,-0.4000000000000003,0.12,FW,1971591f
Boulaye Dia,2024-2025,Lazio,it Serie A,7.1,7.1,4.2,11.3,4.2,11.3,1.9000000000000004,1.9000000000000004,-1.2000000000000002,0.18,MFFW,244bc2c8
Alex Baena,2024-2025,Villarreal,es La Liga,7.1,6.3,11.7,18.8,11.7,18.0,-0.0999999999999996,0.7000000000000002,-2.6999999999999997,0.09,MFFW,518f2234
Morgan Guilavogui,2024-2025,St. Pauli,de Bundesliga,7.1,7.1,1.9,9.0,1.9,9.0,-1.0999999999999996,-1.0999999999999996,0.1,0.18,FWMF,79b51257
Patrick Cutrone,2024-2025,Como,it Serie A,7.1,6.3,2.1,9.2,2.1,8.4,-0.0999999999999996,0.7000000000000002,1.9,0.09,FW,a4fe8cda
Tammy Abraham,2024-2025,2 Teams,it Serie A,7.1,5.4,2.2,9.3,2.2,7.6,-4.1,-3.4000000000000004,1.7999999999999998,0.21,FW,f586779e
Benedict Hollerbach,2024-2025,Union Berlin,de Bundesliga,7.0,7.0,1.6,8.6,1.6,8.6,2.0,2.0,-0.6000000000000001,0.09,FWMF,2a158218
Dan Ndoye,2024-2025,Bologna,it Serie A,7.0,5.4,3.8,10.8,3.8,9.2,1.0,0.5999999999999996,0.2000000000000001,0.11,FW,8e697a8f
Lucas Stassin,2024-2025,Saint-Étienne,fr Ligue 1,7.0,7.0,3.4,10.4,3.4,10.4,5.0,5.0,0.6000000000000001,0.18,FW,a47d6f3a
Anastasios Douvikas,2024-2025,2 Teams,2 Comps,6.9,6.9,1.4,8.3,1.4,8.3,-1.9000000000000004,-1.9000000000000004,1.6,0.22,FW,853ca71c
Mohammed Kudus,2024-2025,West Ham,eng Premier League,6.9,6.9,3.1,10.0,3.1,10.0,-1.9000000000000004,-1.9000000000000004,-0.1,0.09,FWMF,b62878a5
Cyle Larin,2024-2025,Mallorca,es La Liga,6.9,6.1,1.4,8.3,1.4,7.5,0.0999999999999996,-0.0999999999999996,0.6000000000000001,0.16,FW,e7af9060
Bukayo Saka,2024-2025,Arsenal,eng Premier League,6.8,6.0,7.6,14.4,7.6,13.6,-0.7999999999999998,-1.0,2.4000000000000004,0.09,FWMF,bc7dc64d
Isaac Romero,2024-2025,Sevilla,es La Liga,6.8,6.0,2.1,8.9,2.1,8.1,-2.8,-2.0,-0.1,0.11,FW,be719093
Álex Berenguer,2024-2025,Athletic Club,es La Liga,6.8,6.0,5.0,11.8,5.0,11.0,-0.7999999999999998,0.0,2.0,0.12,FWMF,dc1c2fce
Dominic Calvert-Lewin,2024-2025,Everton,eng Premier League,6.7,6.7,0.6,7.3,0.6,7.3,-3.7,-3.7,0.4,0.14,FW,59e6e5bf
Gorka Guruzeta,2024-2025,Athletic Club,es La Liga,6.7,6.6,1.5,8.2,1.5,8.1,0.2999999999999998,0.4000000000000003,0.5,0.11,FW,6b5ea2f4
Daniel Mosquera,2024-2025,Hellas Verona,it Serie A,6.6,6.6,1.3,7.899999999999999,1.3,7.899999999999999,-1.5999999999999996,-1.5999999999999996,-0.3,0.12,FW,091b9eb8
Morgan Rogers,2024-2025,Aston Villa,eng Premier League,6.6,6.6,7.8,14.4,7.8,14.4,1.4000000000000004,1.4000000000000004,2.2,0.12,FWMF,2e5915f1
